ER10002,ER10039,ER10040,ER10041,ER10042,ER10043,ER10044,ER10045,ER10046,ER10047,ER10048,ER10049,ER10050,ER10051,ER10052,ER10053,ER10054,ER10055,ER10056,ER10057,ER10058,ER10060,ER21002,ER21048,ER21049,ER21050,ER21051,ER21052,ER21053,ER21054,ER21055,ER21056,ER21057,ER21058,ER21059,ER21060,ER21061,ER21062,ER21063,ER21064,ER21065,ER21066,ER21067,ER21068,ER21069,ER21070,ER21072,ER22621,S606,S620,ER36002,ER36039,ER36040,ER36041,ER36042,ER36043,ER36044,ER36045,ER36046,ER36047,ER36048,ER36049,ER36050,ER36051,ER36052,ER36053,ER36054,ER36055,ER36056,ER36057,ER36058,ER36059,ER36060,ER36061,ER36062,ER36063,ER36065,ER37620,S806,S820
4952,1,1,0,2,0,25000,0,465,0,8,0,0,0,1992,0,10,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,1,0,4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,1,0
,,,,,,,,,,,,,,,,,,,,,,5084,1,1,2,12000,0,500,0,8,0,1992,3,1,3,0,5000,0,99,0,7,0,2001,3,1,0,1,1,43000,8332,1,1,2,60000,0,454,0,6,250,1,2004,12,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,49000
,,,,,,,,,,,,,,,,,,,,,,3470,1,1,2,15000,0,246,0,15,0,1999,3,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,33000,3786,1,1,2,50000,0,480,0,7,0,2,2005,27,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,25000
6280,1,1,0,1,0,17300,0,320,0,11,0,875,0,1994,0,8,0,5,0,5,0,3999,1,1,1,15000,0,340,0,5,0,1994,5,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,27000,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,1,0
5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6105,1,1,1,156000,0,1004,0,5,250,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,24000
4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,5,0,0
5549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,1,1,0,5845,1,1,1,128000,0,950,0,7,500,1,2005,28,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,1,1,0,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,1,0
1340,1,1,0,1,0,88000,0,1064,0,8,0,0,0,1995,0,28,0,5,0,1,0,4297,1,1,1,88000,0,704,0,7,500,1995,22,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,38000,5945,1,1,1,78000,0,1160,0,7,0,1,1995,18,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,62000
2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,1,1,0,1,0,9999998,0,800,0,98,0,998,0,9998,0,98,0,5,0,8,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0,4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,5,0,0
2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1,1,0,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,5,0,0
,,,,,,,,,,,,,,,,,,,,,,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,0,0,4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,5,0,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1348,1,1,1,61000,0,603,0,7,500,1998,25,1,3,0,11000,0,70,0,8,0,1999,26,5,0,1,1,18000,74,1,1,2,75000,0,685,0,5,250,1,2004,28,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,40000
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,5,0,0,4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,5,0,0
3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,5,0,0,4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,5,0,0
1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,5,0,0,5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,5,0,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,1,1,0,5566,1,1,1,131000,0,953,0,7,875,2,2006,98,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,21000
1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,4702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,5,0,0,5195,1,1,1,9999998,0,869,0,8,900,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,52530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6064,1,1,1,67000,0,675,0,7,900,2,2005,28,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,44667
,,,,,,,,,,,,,,,,,,,,,,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,5,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3883,1,3,0,50000,0,654,0,7,0,2001,12,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,100000,4181,1,1,2,60000,0,746,0,7,0,1,2000,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,125000
6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1,1,0,8016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0
,,,,,,,,,,,,,,,,,,,,,,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,0,8169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7222,1,1,1,65000,0,600,0,98,0,1,2007,15,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,30000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32000
2447,1,1,0,2,0,16000,0,268,0,9,0,0,0,1984,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,1,1,0,1,0,103000,0,930,0,7,0,500,0,1993,0,27,0,5,0,1,0,4807,1,1,2,140000,0,1150,0,7,0,1999,26,1,3,0,20000,0,380,0,8,0,1999,6,1,0,1,1,-10000,5388,1,1,2,170000,0,1200,0,6,500,1,2005,28,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20000
1902,1,1,0,2,0,28000,0,379,0,6,0,500,0,1990,0,8,0,5,0,1,0,3639,1,1,2,12000,0,430,0,6,500,1992,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,78000,6398,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,98000
,,,,,,,,,,,,,,,,,,,,,,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
3100,1,1,0,1,0,45000,0,442,0,9,0,0,0,1994,0,27,0,5,0,1,0,6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,5,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,5,0,0
5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,2253,1,1,1,67000,0,595,0,6,875,2002,29,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,5,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7805,1,1,1,40000,0,389,0,98,0,2003,20,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1,1,0
,,,,,,,,,,,,,,,,,,,,,,6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052,1,1,1,65000,0,640,0,6,875,1,2002,25,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,17000
3562,1,1,0,1,0,41000,0,443,0,98,0,998,0,1990,0,24,0,5,0,1,0,7752,1,1,2,50000,0,464,0,5,250,2002,15,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,25000,5815,1,1,1,9999998,0,476,0,98,0,2,1990,14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,35000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,5,0,0
3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0
1094,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7042,1,1,1,9999998,0,235,0,98,0,1993,98,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,13824,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0
1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,5,0,0,7015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1,1,0
,,,,,,,,,,,,,,,,,,,,,,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,1322,1,1,8,9999998,0,99998,0,98,0,8,9998,98,5,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,24000
,,,,,,,,,,,,,,,,,,,,,,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99998,5,0,0,5208,1,1,1,9999998,0,380,0,98,0,2,1995,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15200
4619,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4177,1,1,1,1500,0,498,0,8,500,1976,5,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,44500,6082,1,1,1,19000,0,700,0,8,500,1,1979,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,61000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,1,1,0
4885,1,1,0,1,0,22000,0,274,0,8,0,500,0,1978,0,10,0,5,0,5,0,5087,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,59736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,1,1,0
5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23000,2859,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25000
2340,1,1,0,1,0,106000,0,890,0,9,0,250,0,1994,0,27,0,5,0,1,0,2452,1,1,2,97000,0,1100,0,6,875,1999,21,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,108000,4846,1,1,2,84000,0,760,0,6,875,1,1999,15,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,241000
927,1,1,0,1,0,1000,0,146,0,98,0,998,0,1967,0,1,0,5,0,5,0,2183,1,1,2,33000,0,350,0,8,0,2002,7,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,37000,4072,1,1,2,26000,0,341,0,6,0,1,2004,27,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,64000
930,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10000,2527,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20000
,,,,,,,,,,,,,,,,,,,,,,2901,1,3,0,20000,0,600,0,8,0,2000,27,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,40000,7141,1,1,1,10000,0,500,0,98,0,1,1997,10,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10000
5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,0,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,1,0
,,,,,,,,,,,,,,,,,,,,,,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10000
,,,,,,,,,,,,,,,,,,,,,,1300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30000,1984,1,1,1,9999998,0,258,0,98,0,1,2003,17,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,24000
,,,,,,,,,,,,,,,,,,,,,,1080,1,1,2,5500,0,213,0,98,0,2002,5,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2000,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,5,0,0
,,,,,,,,,,,,,,,,,,,,,,7480,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10000,5147,1,1,1,3000,0,171,0,98,0,1,1993,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,7000
1792,1,1,0,1,0,24000,0,240,0,9,0,0,0,1996,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,7796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5192,1,1,1,21000,0,190,0,98,0,1996,13,5,0,0,0,0,0,0,0,0,0,0,8,0,5,0,-6000,5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,5,0,0
2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6010,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,5823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,5,0,0,7591,0,0,0,0,0,0,0,98,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,,7410,1,1,1,97500,0,900,0,7,250,2002,29,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1000,7655,1,1,2,92000,0,614,0,4,250,1,2005,26,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,28000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7641,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20000
,,,,,,,,,,,,,,,,,,,,,,5559,1,1,1,44000,0,442,0,11,0,2000,12,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,-5000,6909,1,1,1,35000,0,454,0,98,0,1,2000,12,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,-5000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1,1,0
4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,5,0,0
,,,,,,,,,,,,,,,,,,,,,,4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99998,5,0,0,5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,5,0,0
,,,,,,,,,,,,,,,,,,,,,,6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,5,0,0,7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,5,0,0
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,5,0,0,3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,5,0,0
,,,,,,,,,,,,,,,,,,,,,,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,5,0,0,5807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1,1,0
6263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
